1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",42,0,"percep_low","16","in","40","5","8353","chuchotaient","18718","16","-0.5","pl","pl","0.5",0.5,1,"percep","high",0.5,-0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",22,0,"percep_high","6","in","117","5","25107","chantaient","25764","117","0.5","pl","pl","0.5",0.5,2,"percep","low",0.5,0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",31,0,"stat_low","11","in","11","5","6318","monte","8609","11","0.5","pl","sg","-0.5",0.5,3,"stat","high",-0.5,-0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",19,0,"stat_high","5","in","24","5","6316","sortent","28786","24","0.5","sg","pl","-0.5",0.5,4,"stat","low",-0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",43,0,"stat_low","17","in","60","5","5219","passe à l'Olympia","28443","60","0.5","pl","sg","-0.5",0.5,5,"stat","high",-0.5,-0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",50,0,"percep_low","20","in","24","5","8174","s'éclipsait","16400","24","0.5","sg","sg","0.5",0.5,6,"percep","high",0.5,-0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",30,0,"percep_high","10","in","64","5","7949","grimpait au mât","20486","64","0.5","sg","sg","0.5",0.5,7,"percep","low",0.5,0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",47,0,"stat_low","19","in","48","5","9143","passent devant nous","30385","48","0.5","sg","pl","-0.5",0.5,8,"stat","high",-0.5,-0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",23,0,"stat_high","7","in","16","5","4971","dorment encore","63757","16","0.5","sg","pl","-0.5",0.5,9,"stat","low",-0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",26,0,"percep_high","8","in","72","5","6504","jouaient","14873","72","0.5","pl","pl","0.5",0.5,10,"percep","low",0.5,0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",11,0,"stat_high","1","in","126","5","16595","se produisent ce soir","20498","126","0.5","sg","pl","-0.5",-0.5,11,"stat","low",-0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",39,0,"stat_low","15","in","63","5","9157","jouent Molière","40084","63","0.5","sg","pl","-0.5",-0.5,12,"stat","high",-0.5,-0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",46,0,"percep_low","18","in","25","5","5071","portait un pantalon clair","37641","25","0.5","sg","sg","0.5",-0.5,13,"percep","high",0.5,-0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",35,0,"stat_low","13","in","34","5","5821","prend ses fonctions","25247","34","0.5","pl","sg","-0.5",-0.5,14,"stat","high",-0.5,-0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",34,0,"percep_low","12","in","35","5","8347","sortaient de table","17664","35","0.5","pl","pl","0.5",-0.5,15,"percep","high",0.5,-0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",27,0,"stat_high","9","in","6","5","5016","avait gagné à la loterie","32358","6","0.5","pl","sg","-0.5",-0.5,16,"stat","low",-0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",14,0,"percep_high","2","in","39","5","6764","est accusé de fraude fiscale","22962","39","0.5","pl","sg","-0.5",-0.5,17,"percep","low",0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",15,0,"stat_high","3","in","24","5","13020","a gagné le concours de saut en longueur","47788","24","0.5","pl","sg","-0.5",-0.5,18,"stat","low",-0.5,0.5,0
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",18,0,"percep_high","4","in","30","5","5784","dansaient","32918","30","0.5","pl","pl","0.5",-0.5,19,"percep","low",0.5,0.5,1
1558688288,"eb1635bf90d43ae457ac9f4b052d6849","completion",38,0,"percep_low","14","in","9","5","9823","parlaient entre eux","46974","9","0.5","pl","pl","0.5",-0.5,20,"percep","high",0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",29,0,"stat_high","10","in","45","6","8310","le maltraité le long du voyage ","28372","45","0.5","sg","sg","0.5",0.5,1,"stat","low",-0.5,0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",49,0,"stat_low","20","in","117","6","29118","Était un homme","22747","117","0.5","sg","sg","0.5",0.5,2,"stat","high",-0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",33,0,"stat_low","12","in","15","6","4896","ne savent pas qu’Adrien sera le nouveau PDG","31576","15","0.5","pl","pl","0.5",0.5,3,"stat","high",-0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",17,0,"stat_high","4","in","4","6","4644","n’a d’yeux que pour Franck","20114","4","0.5","pl","sg","-0.5",0.5,4,"stat","low",-0.5,0.5,0
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",45,0,"stat_low","18","in","66","6","12919","l’avait trompé avec une femme","14333","66","0.5","sg","sg","0.5",0.5,5,"stat","high",-0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",41,0,"stat_low","16","in","63","6","6290","Sont excusables après l’experience De Millgram","39158","56","-0.5","pl","pl","0.5",0.5,6,"stat","high",-0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",32,0,"percep_low","11","in","136","6","27074","ne fessait que cracher leur venin sur le dos de celle-ci","31873","136","0.5","pl","sg","-0.5",0.5,7,"percep","high",0.5,-0.5,0
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",28,0,"percep_high","9","in","98","6","48890","Travaillaient avec des rolex ","33940","98","0.5","pl","pl","0.5",0.5,8,"percep","low",0.5,0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",44,0,"percep_low","17","in","36","6","11078","Sont très laids lorsqu’ils font du playback ","18590","17","-0.5","pl","pl","0.5",0.5,9,"percep","high",0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",24,0,"percep_high","7","in","56","6","11510","n’ont pas compris cette phrase comme moi","18166","56","0.5","sg","pl","-0.5",0.5,10,"percep","low",0.5,0.5,0
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",36,0,"percep_low","13","in","7","6","3434","essayaient de détourner des sous pour nourrir leur enfants ","28461","7","0.5","pl","pl","0.5",-0.5,11,"percep","high",0.5,-0.5,1
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",48,0,"percep_low","19","in","50","6","4942","n’avait pas besoin de chirurgien car ils sont mort lors Des combats ","36715","50","0.5","sg","pl","-0.5",-0.5,12,"percep","high",0.5,-0.5,0
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",12,0,"percep_high","1","in","20","6","4835","ne savent pas tellement chanter correctement ","16394","20","0.5","sg","pl","-0.5",-0.5,13,"percep","low",0.5,0.5,0
1558696291,"2d979ce6f8fbb9b5635c57ff0a7729f4","completion",37,0,"stat_low","14","in","105","6","23909","est anorexique ","13349","105","0.5","pl","sg","-0.5",-0.5,14,"stat","high",-0.5,-0.5,0
