"","id","Time","MD5.hash","task","Ordre","seq","Condition","Item","in","rep.equation","RT.equation","completion","RT.completion","res.equation","cor.equation","nbr.NP1","nbr.comp","attachment","halfsession","helpsession","verbetype","prompt","vtype","prime","amount.cor.equation","age"
"1",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",26,0,"percep_low","16","in","93","21899","danse","21026","93",1,"sg","sg",1,0,1,"percep","low",1,0,25,"18"
"2",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",38,0,"percep_low","28","in","86","6837","fait la fête","10699","86",1,"sg","sg",1,0,2,"percep","low",1,0,25,"18"
"3",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",25,0,"stat_high","15","in","76","21482","fait du piano","14358","76",1,"pl","sg",0,0,3,"stat","high",0,1,25,"18"
"4",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",16,0,"percep_high","6","in","-22","39074","se rebellaient","9846","-22",1,"pl","pl",1,0,4,"percep","high",1,1,25,"18"
"5",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",18,0,"percep_low","8","in","142","47678","aidait un élève","15537","142",1,"sg","sg",1,0,5,"percep","low",1,0,25,"18"
"6",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",19,0,"stat_low","9","in","153","35172","s'occupe de son fils","26187","153",1,"sg","sg",1,0,6,"stat","low",0,0,25,"18"
"7",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",37,0,"stat_high","27","in","75","15797","navigue beaucoup","17719","75",1,"sg","sg",1,0,7,"stat","high",0,1,25,"18"
"8",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",15,0,"stat_low","5","in","136","20410","l'obligent à  maigrir","26826","136",1,"pl","pl",1,0,8,"stat","low",0,0,25,"18"
"9",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",23,0,"stat_low","13","in","127","27272","est généreuse","13912","127",1,"pl","sg",0,0,9,"stat","low",0,0,25,"18"
"10",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",33,0,"stat_high","23","in","45","16041","aime son boulot","36718","45",1,"sg","sg",1,0,10,"stat","high",0,1,25,"18"
"11",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",27,0,"stat_low","17","in","104","9107","prône le pacifisme","13254","104",1,"sg","sg",1,0,11,"stat","low",0,0,25,"18"
"12",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",32,0,"percep_high","22","in","-1","10420","n'avait que faire de ses employés","30018","-1",1,"sg","sg",1,0,12,"percep","high",1,1,25,"18"
"13",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",13,0,"stat_high","3","in","3","11167","est tyrannique","10076","13",0,"pl","sg",0,0,13,"stat","high",0,1,25,"18"
"14",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",11,0,"stat_low","1","in","129","16418","font tout pour l'acquitter","21135","129",1,"pl","pl",1,0,14,"stat","low",0,0,25,"18"
"15",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",14,0,"percep_low","4","in","80","9982","aime être avec elle","14078","80",1,"pl","sg",0,1,15,"percep","low",1,0,25,"18"
"16",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",30,0,"percep_low","20","in","86","8055","aidait les nouveaux","23981","86",1,"sg","sg",1,1,16,"percep","low",1,0,25,"18"
"17",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",22,0,"percep_low","12","in","93","20570","avait un comportement bizarre","21185","93",1,"sg","sg",1,1,17,"percep","low",1,0,25,"18"
"18",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",12,0,"percep_high","2","in","7","7051","sont super sympas","12644","17",0,"pl","pl",1,1,18,"percep","high",1,1,25,"18"
"19",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",24,0,"percep_high","14","in","36","19791","comptait les billets","13842","36",1,"sg","sg",1,1,19,"percep","high",1,1,25,"18"
"20",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",17,0,"stat_high","7","in","24","29598","étaient endiablés","31737","34",0,"pl","pl",1,1,20,"stat","high",0,1,25,"18"
"21",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",36,0,"percep_high","26","in","63","15035","est assez spécial","24738","63",1,"sg","sg",1,1,21,"percep","high",1,1,25,"18"
"22",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",21,0,"stat_high","11","in","3","23105","a sauvé plusieurs vies","12399","3",1,"sg","sg",1,1,22,"stat","high",0,1,25,"18"
"23",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",35,0,"stat_low","25","in","94","11694","sont assez froids","17885","94",1,"pl","pl",1,1,23,"stat","low",0,0,25,"18"
"24",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",31,0,"stat_low","21","in","151","30932","sont surchargés de travail","15209","151",1,"pl","pl",1,1,24,"stat","low",0,0,25,"18"
"25",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",20,0,"percep_high","10","in","0","34925","bien habillé","14786","0",1,"sg","sg",1,1,25,"percep","high",1,1,25,"18"
"26",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",34,0,"percep_low","24","in","139","29491","dormait","15740","139",1,"sg","sg",1,1,26,"percep","low",1,0,25,"18"
"27",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",29,0,"stat_high","19","in","46","18068","étaient feignants","13299","46",1,"pl","pl",1,1,27,"stat","high",0,1,25,"18"
"28",5,1574259641,"f34a8ee2adb0917291ce68a438f3e861","completion",28,0,"percep_high","18","in","9","26289","parlaient sur son dos","13511","9",1,"pl","pl",1,1,28,"percep","high",1,1,25,"18"
"29",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",38,0,"percep_low","28","in","86","7551","ne s'en est pas aperçu.","38076","86",1,"sg","sg",1,0,1,"percep","low",1,0,25,"19"
"30",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",28,0,"percep_high","18","in","9","18663","ne se rase jamais.","10054","9",1,"pl","sg",0,0,2,"percep","high",1,1,25,"19"
"31",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",22,0,"percep_low","12","in","93","17952","mémorise mal les prénoms.","21249","93",1,"sg","sg",1,0,3,"percep","low",1,0,25,"19"
"32",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",32,0,"percep_high","22","in","- 1","11900","travaillent dans la salle 318.","35179","-1",0,"sg","pl",0,0,4,"percep","high",1,1,25,"19"
"33",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",36,0,"percep_high","26","in","63","12794","ont enregistré cette chanson.","23883","63",1,"sg","pl",0,0,5,"percep","high",1,1,25,"19"
"34",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",34,0,"percep_low","24","in","139","19641","était en train de m'épier","42781","139",1,"sg","sg",1,0,6,"percep","low",1,0,25,"19"
"35",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",35,0,"stat_low","25","in","94","9026","sont pourtant très peu sociables.","45405","94",1,"pl","pl",1,0,7,"stat","low",0,0,25,"19"
"36",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",24,0,"percep_high","14","in","36","12072","se sont fait connaïtre à  ce moment-là ","28135","36",1,"sg","pl",0,0,8,"percep","high",1,1,25,"19"
"37",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",30,0,"percep_low","20","in","86","9233","donnait ses instructions","27470","86",1,"sg","sg",1,0,9,"percep","low",1,0,25,"19"
"38",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",31,0,"stat_low","21","in","83","7531","par la suite a été poursuivi en justice pour détournement d'argent","28218","151",0,"pl","sg",0,0,10,"stat","low",0,0,25,"19"
"39",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",33,0,"stat_high","23","in","45","8552","l'ont le plus impressioné lors de ce casting","28173","45",1,"sg","pl",0,0,11,"stat","high",0,1,25,"19"
"40",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",17,0,"stat_high","7","in","34","8181","était bègue lorsqu'il était petit","23575","34",1,"pl","sg",0,0,12,"stat","high",0,1,25,"19"
"41",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",26,0,"percep_low","16","in","93","10452","lui sont décrits avec beaucoup de compassion pour son métier difficile","65529","93",1,"sg","pl",0,0,13,"percep","low",1,0,25,"19"
"42",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",19,0,"stat_low","9","in","99","10374","sont toujours en retard","25253","153",0,"sg","pl",0,0,14,"stat","low",0,0,25,"19"
"43",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",16,0,"percep_high","6","in","-22","28304","manigancaient quelquechose de louche","31227","-22",1,"pl","pl",1,1,15,"percep","high",1,1,25,"19"
"44",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",11,0,"stat_low","1","in","129","12942","incarne ce personnage au cinéma","31663","129",1,"pl","sg",0,1,16,"stat","low",0,0,25,"19"
"45",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",29,0,"stat_high","19","in","46","9481","se sentait dépassé par la situation","30233","46",1,"pl","sg",0,1,17,"stat","high",0,1,25,"19"
"46",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",23,0,"stat_low","13","in","127","12673","étaient assis au premier rang, à  droite","25016","127",1,"pl","pl",1,1,18,"stat","low",0,0,25,"19"
"47",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",14,0,"percep_low","4","in","80","5915","était le plus en vogue à  l'époque","63805","80",1,"pl","sg",0,1,19,"percep","low",1,0,25,"19"
"48",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",15,0,"stat_low","5","in","136","36417","a eu un cancer l'année dernière","18297","136",1,"pl","sg",0,1,20,"stat","low",0,0,25,"19"
"49",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",21,0,"stat_high","11","in","3","13881","sont revenus mutilés","12375","3",1,"sg","pl",0,1,21,"stat","high",0,1,25,"19"
"50",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",12,0,"percep_high","2","in","17","9389","s'est cassé la semaine dernière","28670","17",1,"pl","sg",0,1,22,"percep","high",1,1,25,"19"
"51",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",25,0,"stat_high","15","in","76","12474","a remporté ce prix en 2018","22728","76",1,"pl","sg",0,1,23,"stat","high",0,1,25,"19"
"52",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",13,0,"stat_high","3","in","13","9476","est interviewé par ce journaliste","37886","13",1,"pl","sg",0,1,24,"stat","high",0,1,25,"19"
"53",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",18,0,"percep_low","8","in","142","9742","l'avaient invité à  assister au cours de linguistique générale","113483","142",1,"sg","pl",0,1,25,"percep","low",1,0,25,"19"
"54",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",37,0,"stat_high","27","in","75","6420","l'ont connue","28378","75",1,"sg","pl",0,1,26,"stat","high",0,1,25,"19"
"55",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",20,0,"percep_high","10","in","0","14298","ne portait pourtant que des couleurs sombres","40966","0",1,"sg","sg",1,1,27,"percep","high",1,1,25,"19"
"56",6,1574422413,"8d31019ea897ea95d9368d58773fe4ea","completion",27,0,"stat_low","17","in","104","5853","étaient dans la rue ce matin","22234","104",1,"sg","pl",0,1,28,"stat","low",0,0,25,"19"
"57",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",32,0,"percep_high","22","in","-1","9107","piratait le réseau","31270","-1",1,"sg","sg",1,0,1,"percep","high",1,1,24,"18"
"58",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",12,0,"percep_high","2","in","17","13450","parlaient de leurs vacances","44210","17",1,"pl","pl",1,0,2,"percep","high",1,1,24,"18"
"59",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",38,0,"percep_low","28","in","86","6172","était tout devant","32317","86",1,"sg","sg",1,0,3,"percep","low",1,0,24,"18"
"60",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",25,0,"stat_high","15","in","76","8798","se chamaillaient","21841","76",1,"pl","pl",1,0,4,"stat","high",0,1,24,"18"
"61",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",23,0,"stat_low","13","in","127","24604","a un peu bu de l'alcool","52012","127",1,"pl","sg",0,0,5,"stat","low",0,0,24,"18"
"62",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",31,0,"stat_low","21","in","151","21668","faisait semblant de travailler","19539","151",1,"pl","sg",0,0,6,"stat","low",0,0,24,"18"
"63",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",19,0,"stat_low","9","in","156","30948","traïnent près de l'université le soir","28744","153",0,"sg","pl",0,0,7,"stat","low",0,0,24,"18"
"64",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",13,0,"stat_high","3","in","13","8121","est toujours à  l'étranger","41757","13",1,"pl","sg",0,0,8,"stat","high",0,1,24,"18"
"65",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",20,0,"percep_high","10","in","0","9465","a fait du bon travail","20140","0",1,"sg","sg",1,0,9,"percep","high",1,1,24,"18"
"66",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",17,0,"stat_high","7","in","34","12669","fait rêver toutes les jeunes filles","19944","34",1,"pl","sg",0,0,10,"stat","high",0,1,24,"18"
"67",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",33,0,"stat_high","23","in","45","17463","règnent sur Hollywood","21391","45",1,"sg","pl",0,0,11,"stat","high",0,1,24,"18"
"68",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",28,0,"percep_high","18","in","19","54285","fait du bruit","16859","9",0,"pl","sg",0,0,12,"percep","high",1,1,24,"18"
"69",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",26,0,"percep_low","16","in","93","14654","ne font aucun effort","27818","93",1,"sg","pl",0,0,13,"percep","low",1,0,24,"18"
"70",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",37,0,"stat_high","27","in","75","20104","vont souvent faire le tour du monde","21448","75",1,"sg","pl",0,0,14,"stat","high",0,1,24,"18"
"71",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",34,0,"percep_low","24","in","43","17114","fleurtait avec son mari","25208","139",0,"sg","sg",1,1,15,"percep","low",1,0,24,"18"
"72",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",30,0,"percep_low","20","in","86","10357","n'obéissent pas aux ordres","29521","86",1,"sg","pl",0,1,16,"percep","low",1,0,24,"18"
"73",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",21,0,"stat_high","11","in","-10","11038","sont partis à  la Seconde Guerre mondiale","34653","3",0,"sg","pl",0,1,17,"stat","high",0,1,24,"18"
"74",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",36,0,"percep_high","26","in","63","10226","font rêver le monde entier","15934","63",1,"sg","pl",0,1,18,"percep","high",1,1,24,"18"
"75",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",18,0,"percep_low","8","in","142","19744","s'investissent énormément","15934","142",1,"sg","pl",0,1,19,"percep","low",1,0,24,"18"
"76",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",27,0,"stat_low","17","in","104","5218","sont très investis pour le climat","43030","104",1,"sg","pl",0,1,20,"stat","low",0,0,24,"18"
"77",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",15,0,"stat_low","5","in","136","27269","est anorexique","16819","136",1,"pl","sg",0,1,21,"stat","low",0,0,24,"18"
"78",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",14,0,"percep_low","4","in","80","6708","refuse de parler devant les caméras","16216","80",1,"pl","sg",0,1,22,"percep","low",1,0,24,"18"
"79",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",22,0,"percep_low","12","in","93","9033","sont superficielles","13106","93",1,"sg","pl",0,1,23,"percep","low",1,0,24,"18"
"80",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",24,0,"percep_high","14","in","36","16858","gagnent des milliards d'euros","23989","36",1,"sg","pl",0,1,24,"percep","high",1,1,24,"18"
"81",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",29,0,"stat_high","19","in","46","15675","parlent mal de lui dans son dos","24485","46",1,"pl","pl",1,1,25,"stat","high",0,1,24,"18"
"82",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",11,0,"stat_low","1","in","129","7109","a violé des femmes","16584","129",1,"pl","sg",0,1,26,"stat","low",0,0,24,"18"
"83",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",35,0,"stat_low","25","in","94","5495","sont malveillants","50799","94",1,"pl","pl",1,1,27,"stat","low",0,0,24,"18"
"84",7,1574425725,"f34a8ee2adb0917291ce68a438f3e861","completion",16,0,"percep_high","6","in","-22","13323","veut lançer une bombe nucléaire aux Etats-Unis","24991","-22",1,"pl","sg",0,1,28,"percep","high",1,1,24,"18"
"85",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",24,0,"percep_high","14","in","36","43985","faisait du violon","16804","36",1,"sg","sg",1,0,1,"percep","high",1,1,19,"18"
"86",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",34,0,"percep_low","24","in","43","94220","faisait du jardinage","16838","139",0,"sg","sg",1,0,2,"percep","low",1,0,19,"18"
"87",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",19,0,"stat_low","9","in","9","16778","ne vennaient plus en cours.","26015","153",0,"sg","pl",0,0,3,"stat","low",0,0,19,"18"
"88",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",16,0,"percep_high","6","in","-33","93588","effrayait le public","18223","-22",0,"pl","sg",0,0,4,"percep","high",1,1,19,"18"
"89",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",30,0,"percep_low","20","in","86","11953","arrangeait les cables","24218","86",1,"sg","sg",1,0,5,"percep","low",1,0,19,"18"
"90",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",21,0,"stat_high","11","in","3","29743","s'occupait des brà»lures","20442","3",1,"sg","sg",1,0,6,"stat","high",0,1,19,"18"
"91",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",22,0,"percep_low","12","in","103","20631","sifflait tout le temps","20761","93",0,"sg","sg",1,0,7,"percep","low",1,0,19,"18"
"92",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",29,0,"stat_high","19","in","46","24649","l'exigeait","40930","46",1,"pl","sg",0,0,8,"stat","high",0,1,19,"18"
"93",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",20,0,"percep_high","10","in","0","20306","est hautain","22101","0",1,"sg","sg",1,0,9,"percep","high",1,1,19,"18"
"94",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",13,0,"stat_high","3","in","13","11568","les paient très mal","34944","13",1,"pl","pl",1,0,10,"stat","high",0,1,19,"18"
"95",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",18,0,"percep_low","8","in","160","31242","parle dans un micro","16087","142",0,"sg","sg",1,0,11,"percep","low",1,0,19,"18"
"96",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",32,0,"percep_high","22","in","-1","8942","paraissait louche","13515","-1",1,"sg","sg",1,0,12,"percep","high",1,1,19,"18"
"97",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",12,0,"percep_high","2","in","17","19050","marche vite","45497","17",1,"pl","sg",0,0,13,"percep","high",1,1,19,"18"
"98",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",28,0,"percep_high","18","in","9","37069","rigolent fort","11747","9",1,"pl","pl",1,0,14,"percep","high",1,1,19,"18"
"99",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",23,0,"stat_low","13","in","15","56597","lui ont proposé","17126","127",0,"pl","pl",1,1,15,"stat","low",0,0,19,"18"
"100",8,1574686033,"8d31019ea897ea95d9368d58773fe4ea","completion",26,0,"percep_low","16","in","93","29459","tombait de l'estrade","17619","93",1,"sg","sg",1,1,16,"percep","low",1,0,19,"18"
